"npi","zip","fipscounty","drug_name","generic_name","total_day_supply","total_claim_count"
1831330737,"38320","47005",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,229,83
1528585403,"37804","47009",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,229,28
1609262898,"37146","47021",OXYCODONE HCL,OXYCODONE HCL,229,19
1417920273,"38128","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,229,90
1730173634,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,228,53
1457438525,"37701","47009",TRAMADOL HCL-ACETAMINOPHEN,TRAMADOL HCL/ACETAMINOPHEN,228,16
1235674110,"37923","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,228,23
1083669345,"37922","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,228,36
1083603641,"38120","47157",TRAMADOL HCL,TRAMADOL HCL,228,15
1295830131,"37601","47179",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,228,12
1457554826,"37660","47163",TRAMADOL HCL,TRAMADOL HCL,228,18
1477512291,"38104","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,228,12
1821145624,"37211","47037",HYDROMORPHONE HCL,HYDROMORPHONE HCL,228,11
1073736682,"38138","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,228,26
1932180841,"37064","47187",MORPHINE SULFATE ER,MORPHINE SULFATE,228,16
1952379612,"37920","47093",TRAMADOL HCL,TRAMADOL HCL,228,22
1275531972,"37203","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,228,76
1932475860,"37604","47179",OXYCODONE HCL,OXYCODONE HCL,228,14
1265473870,"37917","47093",TRAMADOL HCL,TRAMADOL HCL,228,12
1336379502,"37660","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,228,35
1013342062,"37172","47147",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,228,23
1558307181,"37804","47009",TRAMADOL HCL-ACETAMINOPHEN,TRAMADOL HCL/ACETAMINOPHEN,228,15
1306882345,"37772","47105",TRAMADOL HCL,TRAMADOL HCL,228,23
1528439643,"37920","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,227,26
1639579485,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,227,34
1922055631,"38017","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,227,13
1851333728,"37920","47093",OXYCODONE HCL,OXYCODONE HCL,227,29
1295702991,"37909","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,227,60
1184695306,"38063","47097",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,227,24
1619123676,"37885","47123",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,227,13
1174581623,"38138","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,227,39
1972545408,"37421","47065",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,227,38
1699775718,"37849","47093",TRAMADOL HCL,TRAMADOL HCL,227,12
1265556674,"37203","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,227,16
1154863298,"37203","47037",TRAMADOL HCL,TRAMADOL HCL,227,16
1083666234,"38120","47157",OXYCODONE HCL,OXYCODONE HCL,227,13
1497753602,"37772","47105",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,227,35
1508913237,"37919","47093",MORPHINE SULFATE,MORPHINE SULFATE,227,16
1629269279,"37917","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,227,55
1982059440,"37920","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,227,42
1427044197,"38138","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,227,42
1952785503,"37311","47011",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,227,15
1225094337,"37660","47163",OXYCODONE HCL,OXYCODONE HCL,227,11
1952630816,"38134","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,226,23
1306953260,"37919","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,226,37
1992996292,"37403","47065",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,226,44
1477955078,"38372","47071",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,226,20
1518975408,"37917","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,226,32
1932127636,"38120","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,226,13
1104982453,"37321","47143",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,226,29
1710955315,"37830","47001",TRAMADOL HCL,TRAMADOL HCL,226,25
1295736569,"37601","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,226,72
1689037228,"37830","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,226,11
1548226376,"38501","47141",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,226,29
1326070277,"38104","47157",TRAMADOL HCL,TRAMADOL HCL,226,11
1467442210,"37055","47043",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,226,17
1346225042,"37830","47001",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,226,81
1134158702,"37716","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,226,49
1730183260,"37660","47163",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,226,13
1821299892,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,226,23
1871527010,"38305","47113",TRAMADOL HCL,TRAMADOL HCL,226,64
1205179249,"37388","47031",PENTAZOCINE-NALOXONE HCL,PENTAZOCINE HCL/NALOXONE HCL,226,11
1487621926,"37403","47065",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,226,44
1881697266,"38104","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,226,19
1417990367,"37203","47037",OXYCODONE HCL,OXYCODONE HCL,226,17
1285659383,"38120","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,19
1346291432,"38119","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,225,31
1871561431,"38301","47113",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,225,64
1619940509,"38104","47157",MORPHINE SULFATE,MORPHINE SULFATE,225,11
1063678795,"37312","47011",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,14
1912027491,"37203","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,225,32
1538409230,"37686","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,88
1821217852,"38485","47181",MORPHINE SULFATE ER,MORPHINE SULFATE,225,14
1013996222,"37203","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,225,80
1861488561,"38138","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,225,48
1326070277,"38104","47157",MORPHINE SULFATE,MORPHINE SULFATE,225,11
1760486112,"38583","47185",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,225,11
1679568364,"37203","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,11
1114034675,"37027","47187",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,225,11
1609148436,"37813","47063",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,40
1427073451,"37129","47149",METHADONE HCL,METHADONE HCL,225,15
1417218447,"37660","47163",FENTANYL,FENTANYL,225,15
1831135755,"38305","47113",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,30
1275525354,"37660","47163",METHADONE HCL,METHADONE HCL,225,15
1093006751,"37934","47093",TRAMADOL HCL,TRAMADOL HCL,225,13
1154732295,"38103","47157",OXYCODONE HCL,OXYCODONE HCL,225,25
1194170225,"37232","47037",OXYCODONE HCL,OXYCODONE HCL,225,19
1760935142,"37849","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,17
1457354599,"38119","47157",MEPERIDINE HCL,MEPERIDINE HCL,225,15
1265741946,"37055","47043",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,20
1609831916,"37203","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,17
1528091295,"37917","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,225,26
1669445839,"38242","47079",FENTANYL,FENTANYL,225,15
1902929532,"37660","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,224,25
1144202243,"37830","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,224,20
1306047501,"38583","47185",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,224,45
1699194688,"37232","47037",TRAMADOL HCL,TRAMADOL HCL,224,12
1285711887,"37075","47165",OPANA ER,OXYMORPHONE HCL,224,12
1548204951,"37303","47107",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,224,52
1477996015,"37067","47187",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,224,21
1295736569,"37601","47179",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,224,87
1659450096,"37660","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,224,16
1619287836,"37228","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,224,22
1053377994,"38320","47005",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,224,86
1366799892,"37232","47037",TRAMADOL HCL,TRAMADOL HCL,224,16
1619923729,"37745","47059",TRAMADOL HCL,TRAMADOL HCL,224,80
1215210943,"37743","47059",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,224,82
1306262993,"38017","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,224,25
1649266453,"37398","47051",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,223,13
1932303252,"37122","47189",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,81
1407899446,"37804","47009",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,11
1063837813,"37203","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,31
1669890927,"37122","47189",FENTANYL,FENTANYL,223,12
1093750564,"37167","47149",HYDROMORPHONE HCL,HYDROMORPHONE HCL,223,14
1114001229,"37205","47037",MORPHINE SULFATE,MORPHINE SULFATE,223,17
1487048880,"38375","47109",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,13
1366405185,"37862","47155",TRAMADOL HCL,TRAMADOL HCL,223,17
1568511491,"38116","47157",TRAMADOL HCL,TRAMADOL HCL,223,14
1528422441,"38119","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,223,14
1346301512,"37040","47125",OXYCODONE HCL,OXYCODONE HCL,223,19
1457435794,"37849","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,51
1164488144,"38556","47049",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,223,17
1437178787,"37207","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,52
1477744035,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,59
1639207293,"38018","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,87
1649259003,"38301","47113",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,223,48
1336313170,"38120","47157",TRAMADOL HCL,TRAMADOL HCL,223,31
1598875593,"37931","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,17
1164729588,"37232","47037",OXYCODONE HCL,OXYCODONE HCL,223,35
1780936583,"37167","47149",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,223,46
1801067251,"38120","47157",TRAMADOL HCL,TRAMADOL HCL,223,16
1518914951,"37830","47001",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,222,72
1023046554,"37205","47037",OXYCODONE HCL,OXYCODONE HCL,222,13
1609875467,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,222,53
1033223599,"38134","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,222,15
1336232354,"37343","47065",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,222,47
1649501230,"37934","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,222,45
1053398107,"37830","47001",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,222,32
1295933760,"37209","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,222,74
1437464336,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,222,11
1396773669,"37857","47073",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,222,12
1700852688,"37043","47125",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,222,19
1750773289,"37660","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,222,94
1013901222,"38112","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,222,20
1528482924,"37604","47179",TRAMADOL HCL,TRAMADOL HCL,221,13
1861486839,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,221,46
1346619764,"38125","47157",FENTANYL,FENTANYL,221,12
1356509202,"37090","47189",TRAMADOL HCL,TRAMADOL HCL,221,22
1982000162,"37087","47189",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,221,13
1538230404,"37421","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,221,76
1710967294,"37205","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,221,69
1669413100,"38501","47141",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,221,73
1891108700,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,221,27
1306862669,"37203","47037",OXYCODONE HCL,OXYCODONE HCL,221,11
1013095603,"37027","47187",TRAMADOL HCL,TRAMADOL HCL,221,12
1770840233,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,221,26
1558758268,"37604","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,221,11
1134109804,"37916","47093",TRAMADOL HCL,TRAMADOL HCL,221,27
1306954490,"37923","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,221,70
1346337482,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,221,28
1639217680,"37920","47093",TRAMADOL HCL,TRAMADOL HCL,221,28
1740617067,"37660","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,221,32
1679543805,"37916","47093",OXYCODONE HCL,OXYCODONE HCL,221,11
1760491856,"37403","47065",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,221,35
1659773190,"37862","47155",TRAMADOL HCL,TRAMADOL HCL,220,11
1962490359,"37130","47149",TRAMADOL HCL,TRAMADOL HCL,220,27
1023072485,"38024","47045",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,33
1063506921,"37146","47021",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,220,32
1124175948,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,41
1518014307,"37232","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,53
1760459168,"38018","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,12
1932178514,"37909","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,220,27
1962481614,"38401","47119",TRAMADOL HCL,TRAMADOL HCL,220,78
1801123138,"37203","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,220,17
1245784818,"37086","47149",TRAMADOL HCL,TRAMADOL HCL,220,15
1508836560,"37207","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,220,31
1942428628,"38401","47119",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,68
1275931867,"37920","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,16
1073733093,"37205","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,220,47
1629400064,"37620","47163",MORPHINE SULFATE ER,MORPHINE SULFATE,220,13
1497757520,"38018","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,24
1861409245,"38305","47113",TRAMADOL HCL,TRAMADOL HCL,220,31
1548247885,"37129","47149",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,24
1700876158,"37160","47003",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,30
1619961976,"37388","47031",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,46
1285629287,"38485","47181",OXYCODONE HCL,OXYCODONE HCL,220,13
1477956076,"37804","47009",TRAMADOL HCL,TRAMADOL HCL,220,15
1952597874,"38301","47113",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,220,13
1861409245,"38305","47113",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,220,36
1508800913,"37921","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,24
1699930859,"37620","47163",MORPHINE SULFATE,MORPHINE SULFATE,219,16
1427173608,"37412","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,62
1851338628,"37604","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,19
1578545372,"37830","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,14
1821282195,"37650","47171",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,76
1902812571,"37076","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,219,14
1790979789,"37122","47189",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,84
1982703328,"37067","47187",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,219,13
1992747661,"37922","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,17
1861488561,"38138","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,32
1235403999,"37821","47029",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,127
1063457315,"37087","47189",TRAMADOL HCL,TRAMADOL HCL,219,13
1962734988,"38128","47157",TRAMADOL HCL,TRAMADOL HCL,219,12
1689801599,"37849","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,48
1518329325,"37066","47165",MORPHINE SULFATE ER,MORPHINE SULFATE,219,24
1326465691,"38301","47113",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,20
1558534909,"38549","47137",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,219,19
1396701405,"37604","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,218,36
1003044033,"37830","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,218,44
1508832718,"37745","47059",ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,218,13
1245628148,"38138","47157",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,218,11
1750334454,"37862","47155",TRAMADOL HCL,TRAMADOL HCL,218,11
1649656240,"37660","47163",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,218,13
1285711887,"37075","47165",METHADONE HCL,METHADONE HCL,218,13
1588070239,"37403","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,218,19
1063473346,"37760","47089",TRAMADOL HCL,TRAMADOL HCL,218,23
1710970827,"37167","47149",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,218,37
1679779771,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,218,12
1720338023,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,218,104
1477585347,"38120","47157",MORPHINE SULFATE,MORPHINE SULFATE,218,12
1184694333,"37804","47009",OXYCODONE HCL,OXYCODONE HCL,218,13
1134456577,"37920","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,218,29
1396715645,"37066","47165",TRAMADOL HCL,TRAMADOL HCL,218,11
1831181593,"37207","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,218,36
1639149867,"37804","47009",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,217,13
1881954329,"38372","47071",HYDROMORPHONE HCL,HYDROMORPHONE HCL,217,11
1033205877,"38008","47069",TRAMADOL HCL,TRAMADOL HCL,217,13
1689670952,"37404","47065",TRAMADOL HCL,TRAMADOL HCL,217,29
1780076752,"37412","47065",TRAMADOL HCL,TRAMADOL HCL,217,24
1952372013,"37917","47093",MORPHINE SULFATE,MORPHINE SULFATE,217,30
1861476152,"37716","47001",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,217,15
1487853297,"37203","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,217,76
1982623864,"38301","47113",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,217,43
1982095436,"37643","47019",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,217,72
1205080504,"37217","47037",TRAMADOL HCL,TRAMADOL HCL,217,29
1457323966,"37922","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,217,39
1295104933,"37205","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,217,16
1528241999,"38305","47113",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,217,11
1811395643,"37232","47037",OXYCODONE HCL,OXYCODONE HCL,217,17
1790730331,"38133","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,217,42
1710118682,"37076","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,217,45
1720533110,"37217","47037",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,217,11
1033563705,"37232","47037",OXYCODONE HCL,OXYCODONE HCL,217,19
1578568648,"37303","47107",TRAMADOL HCL,TRAMADOL HCL,216,11
1003013947,"37203","47037",TRAMADOL HCL,TRAMADOL HCL,216,13
1639313711,"38120","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,79
1144625450,"38583","47185",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,216,11
1831135730,"37919","47093",TRAMADOL HCL-ACETAMINOPHEN,TRAMADOL HCL/ACETAMINOPHEN,216,17
1225145097,"37375","47051",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,216,53
1861488777,"37203","47037",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,216,71
1265825822,"37129","47149",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,16
1215211677,"37066","47165",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,216,24
1306839360,"37604","47179",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,216,47
1346401817,"37932","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,52
1033229216,"38133","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,59
1083877336,"37916","47093",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,30
1437334216,"38011","47167",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,11
1043682677,"38116","47157",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,24
1508076936,"37849","47093",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,216,62
1215931852,"37660","47163",MORPHINE SULFATE,MORPHINE SULFATE,216,39
1780961987,"37091","47117",TRAMADOL HCL,TRAMADOL HCL,216,17
1477585545,"37604","47179",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,52
1932516721,"38301","47113",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,216,33
1568647733,"37660","47163",OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,216,84
1730152059,"37075","47165",TRAMADOL HCL,TRAMADOL HCL,216,45
1326097262,"37404","47065",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,15
1467404020,"37830","47001",TRAMADOL HCL,TRAMADOL HCL,216,26
1316054133,"38401","47119",OXYCODONE HCL,OXYCODONE HCL,216,11
1497975486,"37087","47189",HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,216,17
